,tweet_id,user_id,bullying_traces,type,form,teasing,author_role,emotion,tweet_text
385,102536158550036480,329047293,n,,,,,,BULLYING is NOT ok . I really want everyone to get a long . This is such a big problem all around the world ! #StopBullying
386,103512154174529536,53158759,y,self-disclosure,other,y,bully,none,"@USER Yeaah I am ! and im younger than you , you 're being bullied by someone younger , thats even funnier . >:D ahaha"
393,102544753048035329,185466563,y,report,other,n,reporter,none,"@USER awe ! hahah how cute . i hate the mostttt when kids bully him , i seriously want to strangle them all . - ___ -"
395,107308026230358016,235393532,n,,,,,,@USER follow bck bully
396,108288834495709184,20770172,n,,,,,,Online bullying : back to school means back to reality - Sync ( blog ) HTTPURL #family
397,101024982536163329,42273680,n,,,,,,So The White Gurls Bully The Black Gurls On #BGC ? O_o
404,103508658742235137,337239157,n,,,,,,"@USER tears at work come from bully bosses . Change the boss or change your job . Cry for our country , then go do something about it !"
407,102407450606575616,340973071,n,,,,,,I beat that pussy up & it do n't fight back im a bully.lol @USER
411,103161128187731968,301063522,y,self-disclosure,other,n,victim,none,@USER I love how much confidence you have . I do n't have any because i feel like such a loser when ever i get bullied in school .
413,104788425256878080,155489051,n,,,,,,"[ Fan ]: My friend keep bullying me huhu [ Jonghyun ]: Who is that , bring him / her over ~ ! #JjongUFOReplies"
416,106345256156545024,141682899,n,,,,,,"America loves the underdog as an archetype , but is itself far removed from the actuality of being the underdog . We are the bully ."
418,100441996338020352,79432880,y,accusation,other,n,accuser,none,@USER lol you 're a bully
420,105214400251691008,86890296,n,,,,,,"Seriously , does anyone who 's worked not have a story about workplace #bullying from some time in their career ? Just curious ."
421,107105617331748864,122605401,n,,,,,,"@USER hhaha yes , anyone bully you call me hor ."
427,108543994992132096,43677200,n,,,,,,Sure this bus is the early teen bully bus :@
429,101479204327141376,253852363,n,,,,,,"Lmao XD "" @USER : Lol Rebecca Black got homeschooled for being bullied alot . """
433,108193670062276608,263210043,n,,,,,,« @USER Philadelphia 's Anti-Bullying Programs a Model for Nation HTTPURL #papolitics »
434,103291876412637184,23993822,n,,,,,,"the WWE having an anti-bullying campaign will never , ever make a single ounce of sense ."
440,103737840218816513,135630914,n,,,,,,"Bully of the playground , I will not let you slide BITCH !"
444,104993979937988608,62967393,n,,,,,,@USER bullying u . u KKKK acho justo
445,106911657896325120,21929320,y,report,other,n,reporter,none,#bb13 WOOHOO I 'm so glad Jeff got evicted . He thinks he can say & do what he wants to people . He 's such a bully . Aww Dani ur girls came thru
448,100702965114998784,311793608,n,,,,,,TAMPA : JUL 8: NOW BOOKING : @USER Anti-bully Awareness Tour f . @USER HTTPURL : 404-532-9232
449,101535408420167680,28202236,y,report,other,n,reporter,none,@USER ur seven feet tall when u stand on top off TWO chairs lol and yes i remember u gettin bullied like the lil person u are ! haha
459,105128683186036736,267422255,n,,,,,,Christian Bully ? : A local St . Mary 's County woman recently confronted a grieving father about an unsubstantiate ... HTTPURL
461,106788176563150848,155746163,y,report,other,n,reporter,none,"Damn , Kurt Cobain got bullied because people thought he was gay cause he hung with a gay kid . Fucked up ."
465,105283603965026305,179471412,n,,,,,,@USER u lot should be bullying that league man .
466,109033043775336448,357182133,n,,,,,,@USER No problem and thank you for what your doing about bullies and I will take a stand against bullying . ( Thang again ) . ! ! !
469,108482786960224256,60281755,n,,,,,,I favorited a @USER video HTTPURL Pink - Perfect ( AHMIR cover ) - Anti-Bullying video
473,101353399970308096,271240396,n,,,,,,@USER @USER do n't know their plan so weak leaders they r like follwers on school payground they go after the kid the bully go after
474,100704750764437504,71055339,n,,,,,,How To Stop Bullying - Information You Need : Bullying no longer happens just on the school playground . The probl ... HTTPURL
478,107239976374239233,321511776,n,,,,,,Sometimes you just got to punch a Bully in the mouth .
479,108749234643279872,55913896,n,,,,,,Mad that someone I 'm not fond of is in one of my classes . #Bully
482,106705609105227776,192786712,n,,,,,,Trade of the Day : Gold Miners $ GDX Bullish Spread HTTPURL $ $ $ options
483,108225276500131840,136304231,y,self-disclosure,other,y,victim,none,"@USER @USER im not talking to you anymore , you just bully me :P"
494,107777398455537665,171080950,y,self-disclosure,other,n,victim,none,@USER only know how to torture & bully me
496,101442015962726400,22869944,n,,,,,,"Awesome post by Peter Switzer about Biz Confidence : Staff bullying , carers leave , wage rises , interest rate rises : HTTPURL"
500,101500859426418688,326466986,n,,,,,,"@USER Vinny can I get a GRANDnight please and will u follow me :) STARVE A BULLY , FEED YOUR SOUL , and STAND GRAND :D"
501,101661874495561728,27179815,n,,,,,,"#NEWMUSIC Ca $ h Feat . DanMan Tha Bully - "" Throw It Up "" - HTTPURL"
502,106234576338288640,333093887,y,self-disclosure,property damage,n,defender,anger,@USER wow ! ! Leave lyndsey phone alone ! ! ! #bully 's ! #pervs
504,101892276149690368,16373413,n,,,,,,Top 5 Expert Tips to End Teen Bullying from Dr . Janell Dietz ~ What to Do if Your Kid is a Vi ... HTTPURL via @USER
505,107476429985431552,28347470,n,,,,,,@USER @USER I 'm pretty sure Batman bullied Ray Palmer into shrinking the t.rex and penny so he could put them inside his crib
511,104128646020730880,226304569,y,self-disclosure,other,y,victim,none,@USER @USER pfftt im getting bullied on birthday ;) lol cx
513,104566854982443008,249651341,y,self-disclosure,property damage,n,bully,none,"I 've bought one of those anti-bullying wristbands . Well , when I say ' bought ' , I snatched it off some short fat ginger kid ..."
514,105494759929421824,30982633,n,,,,,,Cyber bullying is not the way ! !
515,100620966287245313,313842361,n,,,,,,Australia Spends Two Months Deciding Whether Red M & M Is a Bully HTTPURL #Advertising
516,100699391140167680,119535008,y,accusation,other,n,accuser,none,Lol the bully @USER is at it again ! And she 's really good you have to just listen
517,102647480503644160,134314413,y,self-disclosure,property damage,n,victim,none,i have a bully but she will remain nameless until she takes my lunch money again
519,108704754355544064,26563393,y,accusation,cyberbullying,n,accuser,none,@USER @USER must be Cyber Bully ! Just like Jill Zarin
522,107224608557641728,274622585,y,denial,other,n,bully,none,"@USER lmaooooo , girl no I 'm no bully ."
527,100194373064601600,275917811,n,,,,,,@USER I want sister lor ! ! Kor not good de bully me one !
528,100998069209931777,171933250,y,report,other,n,reporter,none,@USER lol.he might say ohya that tablet s nt released yet.nice ( when people who seen 3 recessions ) bullying kids . # MillenniumJobHunters
529,108598306434859009,91100805,y,self-disclosure,other,n,bully,sadness,my cousin called me a bully :( HTTPURL
533,106472932410277888,55985367,n,,,,,,Reblog if you are against bullying - › this must have more notes HTTPURL
535,102999732833615872,273496113,n,,,,,,Just gave a shit about bullying . Give a Shit at HTTPURL #giveashit
544,108727740689170432,183879763,n,,,,,,Bullying hurts ! Rt if u want it to stop !
551,104079572361949184,138065558,y,accusation,other,n,accuser,none,""" @USER : I have anger issues that have yet to be resolved "" < = = Lmaoo u ventin n shit ... fuckin bully lml"
555,108942502467346432,174041191,n,,,,,,"@USER haha , what ? You got a bullying ?"
556,101361461439381504,339826301,n,,,,,,"Read my response to "" Pass this on to ask your followers if you believe bullying is wrong . If not , then I feel sorr ... "" : HTTPURL"
558,104075767012536320,147584499,y,report,other,n,reporter,none,#oomf is a bully
562,108305185968898048,114624280,n,,,,,,Ridgewood school district adjusting to new anti-bullying policy : New Jersey 's Anti-Bullying Bill of Rights Act will ... HTTPURL
564,104682323122982913,17464332,y,report,other,n,reporter,none,"@USER this issue is mostly that James Potter is a bully , even in the Petunia / Vernon backstory he is very unlikeable"
568,102014053332959232,147461283,n,,,,,,"Read my response to "" Pass This On If You Are Anti-Bullying . #NOH8 :heart_suit: "" : HTTPURL"
569,102949243916009472,138989678,y,accusation,other,n,accuser,none,@USER bully - pouts -
570,103481163393400833,25657530,y,report,other,y,reporter,none,"@USER Meet ENZO , the bullied guy , and girls ' best friend , until he met the sexy teacher . :) )"
571,105552754600194048,22917292,n,,,,,,Kids across Green Country are headed back to school wearing yellow for Lets take a stand against bullying :) . Do ... HTTPURL
575,102957056163708928,14913657,n,,,,,,Secret 's Anti-Bullying Campaign Appears to Get Facebook Fans Engaged : Procter & Gamble Co . ' s Secret deodorant ap ... HTTPURL
577,100299171533307904,301058349,y,accusation,other,n,accuser,none,"@USER you 're a bully ! Guess I should pass along the "" get well soon "" bear HTTPURL"
578,100639892966617088,270608146,n,,,,,,"Be a friend to the person who is being bullied : talk with them , sit with them at lunch , play with them at recess . #stopbullying"
579,102409107490881536,43730951,n,,,,,,"We should take the "" Stop The Bullying "" & change it to "" Quit Being A Dick . "" #fb"
581,103272360920092672,274160958,n,,,,,,HELP OTHERS AND STOP BULLYING ! - @USER
584,107128416230326272,17098986,y,report,other,n,reporter,none,@USER He 's always bullied because of that though . And you 'll see that Dongwoo has a weird like for toys lmao
589,108190572774301696,192901476,n,,,,,,@USER LOL ! bully siol !
591,101875398668857345,283265627,n,,,,,,Trust me bella people will stop bullying in general if we can get more people to take a stans against it im with you @USER :)
594,106388838099861504,129456828,n,,,,,,Back at good old HRC tonight ! time to bully @USER haha
605,106003451959451648,84604719,y,denial,other,n,bully,none,@USER nun un :/ no bully here I 'm no tammi
617,108097100981608448,191795989,y,report,other,n,reporter,none,#Krejcir State 's case looking wobbly . Credibility issues with main witness urologist Marian Tupy who now claims he was bullied by state . MW
619,103719288115970049,62848138,n,,,,,,Teachers bullied and abused on social networking sites HTTPURL
620,104388616461094913,242061429,y,accusation,other,y,accuser,none,@USER your a bully lmao
621,100314778156806144,320627880,n,,,,,,Big bully HTTPURL
625,104356816460328961,83150121,n,,,,,,@USER so what is the answer ? let people be bullied out of their own country by the self professed chosen ones ( jews )
626,102154099805523968,64575921,y,report,verbal,n,reporter,none,"My son is home from camp and had so much to talk about ! Not to mention , he made a lot of friends and stood up to a cussing bully : O"
632,103039205495672832,20434685,y,self-disclosure,other,y,defender,none,leave Edski alone bully boy lol ... Thats his kevin n Perry get up ! ! ! :P @USER @USER @USER
635,107611833703202816,27154623,n,,,,,,@USER the old host of bully beatdown
637,101467014152982529,261942365,y,self-disclosure,verbal,n,victim,anger,Someone needa get this @USER bitch talking about my dead family members . Ill sho her ass cyber bullying !
638,101484211688579072,27372914,y,self-disclosure,other,n,victim,anger,"@USER No , we are talking about getting bullied by a bunch of arrogant assholes , and FINALLY getting fed up ."
639,104785436215476224,84244872,n,,,,,,@USER Dam Devo get off her . Seesh yu dam bully
643,100278657901268992,225905589,y,self-disclosure,other,y,victim,none,"#summermemories @USER mom bullying me ; , /"
649,108146843740934144,63929772,y,report,other,n,reporter,none,@USER @USER @USER fanny also got bullied by Duyen carolyn and Ngoc today ... What a day huh fanny ?
650,101947933766856704,105744774,y,self-disclosure,other,n,victim,none,@USER . :) when you going home I 'm sick of you bullying me :(
653,102361955922227200,36479492,n,,,,,,ISPCC 's anti-bullying campaign - HTTPURL
654,106218196939456512,356629912,y,self-disclosure,other,n,bully,none,@USER I loves you ... :) and I was just called a bully via twitter ... ha !
655,108011015886741504,339488329,y,cyberbullying,verbal,y,victim,none,@USER Stop Cyber Bullying me bye
662,107963829350187009,342490905,y,self-disclosure,other,n,victim,none,@USER darling I 've been bullied my whole life so watch ur tongue ! That was leading a team to success with a little tough love ! xx
665,105774374522601472,26332523,n,,,,,,Hate and bullying has to stop ! @USER Waterloo teen dies from beating injuries HTTPURL #noh8
667,106432747123384320,324735838,n,,,,,,@USER lol you say picked on like their teasing abd bullying you ... but I understand what you mean .
668,106529515525767169,243190323,y,report,other,n,reporter,none,"@USER yeah , Mum came back all flushed ? She really is , such a bully . #notmenopause ! ?"
670,105228460926050305,324056499,n,,,,,,"How to Stop The Cyber Bully - Early Warning Signs , Trust , Openness and Guidance HTTPURL"
672,106857257089765376,230708815,n,,,,,,@USER not if you 're gunna bully me ~
674,108987866536873984,105501370,n,,,,,,"I liked a @USER video HTTPURL Demi Lovato : "" I was bullied because I was fat """
675,100265719928848384,273309316,y,self-disclosure,other,n,victim,none,Soo FAT need to loose some weight then i might stop being bullied ! ! ! :( Lets hope so ! #NeverSayNever
678,106152840313061376,195494690,n,,,,,,"I liked a @USER videofrom @USER HTTPURL BULLYING , que hacer con"
679,106881201767325696,115770285,y,accusation,other,n,accuser,none,@USER bully
682,106491615908085760,66429734,y,report,other,n,reporter,none,Jayden Is A Bully .
686,105176468144922624,21403218,n,,,,,,I have to confess now I deliberately bullied a poor little word to demonstrate that we must never change what we write to suit twitter etc
687,108112180896989186,21874289,n,,,,,,""" Courage is fire , and bullying is smoke "" . Benjamin Disraeli knew his stuff ."
689,102270211994034176,65974777,n,,,,,,"@USER get outta my room , crying & shit . Its not funny - _ -"
690,103453815772168193,95240941,y,self-disclosure,other,n,victim,none,my gran just bullied me !
699,100576879228100609,203244428,n,,,,,,Teacher sets up new charity to tackle anti-gay bullying HTTPURL
700,101504460248989698,42600837,n,,,,,,No bigger pricks on the road than those who bully flustered L platers by tooting and tailgating . #gutlesswonders
702,104347739097272323,127153575,n,,,,,,#mtvGaga what advice would you give a monster who 's being bullied ? And how to end it (:
714,100607317552267264,15379873,y,self-disclosure,cyberbullying,n,bully,none,"@USER yeah . I 'm a social disaster . No talking to people . High fives , tweet-bullying and free sketches . Thats it ."
717,107304989298393088,108556210,y,self-disclosure,verbal,y,defender,none,@USER oi dont call him a dork ya bully :oP
718,101355390737973248,122854400,n,,,,,,its funny cause the bullys think they are all tough and they end up getting their ass kicked in the cage
